city,state,county,name,zip,state2,address,phone
Holbrook,MA,norfolk,Holbrook Fire Department,02343,ma,300 South Franklin Street,781-767-2233
Medway,MA,norfolk,Medway Fire Department,02053,ma,44 Milford Street,508-533-3213
Millis,MA,norfolk,Millis Fire Department,02054,ma,885 Main Street,508-376-2361
Milton,MA,norfolk,Milton Fire Department,02186,ma,515 Canton Avenue,617-696-5178
Needham,MA,norfolk,Needham Fire Department,02492,ma,88 Chestnut Street,781-455-7580
Norfolk,MA,norfolk,Norfolk Fire Department,02056,ma,117 Main Street,508-528-3207
Norwood,MA,norfolk,Norwood Fire Department,02062,ma,135 Nahatan Street,781-440-5200
Plainville,MA,norfolk,Plainville Fire Department,02762,ma,157 South Street,508-695-5252
Randolph,MA,norfolk,Randolph Fire Department,02368,ma,10 Memorial Parkway,781-963-3131
Abington,MA,plymouth,Abington Fire Department,02351,ma,1040 Bedford Street,781-982-2114
Bridgewater,MA,plymouth,Bridgewater Fire Department,02324,ma,22 School Street,508-697-0900
Brockton,MA,plymouth,Brockton Fire Department,02301,ma,560 West Street,508-588-0585
Carver,MA,plymouth,Carver Fire Department,02330,ma,112 Main Street,508-866-3440
Duxbury,MA,plymouth,Duxbury Fire Department,02332,ma,668 Tremont Street,781-934-5693
Halifax,MA,plymouth,Halifax Fire Department,02338,ma,438 Plymouth Street,781-293-1752
Hanover,MA,plymouth,Hanover Fire Department,02339,ma,32 Center Street,781-826-3151
Hanson,MA,plymouth,Hanson Fire Department,02341,ma,505 Liberty Street,781-293-9571
Hingham,MA,plymouth,Hingham Fire Department,02043,ma,339 Main Street,781-741-1480
Hull,MA,plymouth,Hull Fire Department,02045,ma,671 Nantasket Avenue,781-925-8111
Kingston,MA,plymouth,Kingston Fire Department,02364,ma,105 Pembroke Street,781-585-0531
North Lakeville,MA,plymouth,Lakeville Fire Department,02347,ma,346 Bedford Street,508-947-4121
Marion,MA,plymouth,Marion Fire Department,02738,ma,50 Spring Street,508-748-1177
Marshfield,MA,plymouth,Marshfield Fire Department,02050,ma,60 South River Street,781-837-1315
Mattapoisett,MA,plymouth,Mattapoisett Fire Department,02739,ma,26 County Road,508-758-4150
Middleboro,MA,plymouth,Middleboro Fire Department,02346,ma,125 North Main Street,508-946-2461
Norwell,MA,plymouth,Norwell Fire Department,02061,ma,300 Washington Street,781-659-8156
Wareham,MA,plymouth,Onset Fire District Fire Department,02538,ma,5 East Central Avenue,508-295-2122
Pembroke,MA,plymouth,Pembroke Fire Department,02359,ma,172 Center Street,781-293-2300
Plymouth,MA,plymouth,Plymouth Fire Department,02360,ma,114 Sandwich Street,508-830-4213
Boston,MA,suffolk,Boston Fire Department,02118,ma,115 Southampton Street,617-343-3710
Chelsea,MA,suffolk,Chelsea Fire Department,02150,ma,307 Chestnut Street,617-466-4600
Boston,MA,suffolk,Massport Fire Rescue,02128,ma,162 Harborside Drive,617-561-3400
Revere,MA,suffolk,Revere Fire Department,02151,ma,400 Broadway,781-286-8365
Winthrop Town,MA,suffolk,Winthrop Fire Department,02152,ma,40 Pauline Street,617-846-3474
Ashburnham,MA,worcester,Ashburnham Fire Department,01430,ma,12 Memorial Drive,978-827-4021
Athol,MA,worcester,Athol Fire Department,01331,ma,2251 Main Street,978-249-3598
Auburn,MA,worcester,Auburn Fire Department,01501,ma,47 Auburn Street,508-832-7800
Berlin,MA,worcester,Berlin Town Fire Department,01503,ma,23 Linden Street,978-838-2444
Blackstone,MA,worcester,Blackstone Fire,01504,ma,15 Saint Paul Street,508-883-1030
Bolton,MA,worcester,Bolton Fire Department,01740,ma,15 Wattaquadock Hill Road,978-779-2203
Charlton,MA,worcester,Charlton Fire Department,01507,ma,10 Powerstation Road,508-248-2299
Leominster,MA,worcester,City Of Leominster Fire Department,01453,ma,19 Church Street,978-534-7541
Clinton,MA,worcester,Clinton Fire Department,01510,ma,555 Main Street,978-365-4165
Douglas,MA,worcester,Douglas Fire Department,01516,ma,64 Main Street,508-476-2267
Dudley,MA,worcester,Dudley Fire Department,01571,ma,128 West Main Street,508-949-8040
East Brookfield,MA,worcester,Fire Department,01515,ma,273 East Main Street,508-867-3124
Princeton,MA,worcester,Fire Department,01541,ma,8 Town Hall Drive,978-464-2707
Brookfield,MA,worcester,Fire Department,01506,ma,4 Central Street,508-867-7306
Fitchburg,MA,worcester,Fitchburg Fire Department,01420,ma,33 North Street,978-345-9660
Gardner,MA,worcester,Gardner Fire Department,01440,ma,70 City Hall Avenue,978-632-1616
Grafton,MA,worcester,Grafton Fire Department,01519,ma,26 Upton Street,508-839-4606
Hardwick,MA,worcester,Hardwick Fire Department,01037,ma,165 Petersham Road,413-477-6706
Harvard,MA,worcester,Harvard Fire Dept,01451,ma,13 Ayer Road,978-456-3648
Holden,MA,worcester,Holden Fire Department,01520,ma,1370 Main Street,508-210-5650
Spruce,MI,alcona,Alcona Township Fire Station,48762,mi,5132 North Hubbard Lake Road,989-727-2539
Barton City,MI,alcona,Barton City Volunteer Fire,48705,mi,1868 West Trask Lake Road,989-736-3807
Curran,MI,alcona,Curran Fire Department,48728,mi,2240 Curran Road,989-848-5278
Glennie,MI,alcona,Curtis Township Fire Department,48737,mi,5019 Bamfield Road,989-735-3402
Greenbush,MI,alcona,Greenbush Township Fire Department,48738,mi,2932 Poor Farm Road,989-724-6137
Harrisville,MI,alcona,Harrisville Fire Department,48740,mi,200 North 5th Street,989-724-6666
Hubbard Lake,MI,alcona,Hubbard Lake Fire Department,49747,mi,1545 Hubert Road,989-727-3188
Lincoln,MI,alcona,Lincoln Fire & Rescue,48742,mi,117 Fiske Street,989-736-8713
Lincoln,MI,alcona,Michigan Department Of Natural Resources,48742,mi,408 Main Street,989-736-8336
Mikado,MI,alcona,Mikado Township Volunteer Fire Department,48745,mi,2226 County Hwy F-41,989-736-8424
Spruce,MI,alcona,South Shore Hubbard Fire Department,48762,mi,367 West Mount Maria Road,989-736-3730
Au Train,MI,alger,Au Train Township Volunteer Fire Department,49806,mi,N7577 N Spruce St,906-892-8272
Grand Marais,MI,alger,Burt Township Volunteer Fire Department,49839,mi,21788 E Coast Guard Point Rd,906-494-2381
Trenary,MI,alger,Mathias Township Fire Department,49891,mi,E2409 1st Ave,906-446-3333
Munising,MI,alger,Munising Ranger District,49862,mi,400 East Munising Avenue,906-387-2512
Wetmore,MI,alger,Munising Township Fire Department,49895,mi,E9630 Prospect St,906-387-4404
Munising,MI,alger,Munising Volunteer Fire Department,49862,mi,411 Mill Street,906-387-3200
Deerton,MI,alger,Onota Tonwship Fire Department,49822,mi,E Deerton-Sand Lake Rd,906-343-6535
Chatham,MI,alger,Rock River Township Fire Department,49816,mi,E3667 M94,906-439-5718
Wetmore,MI,alger,Tri-County Volunteer Fire Department,49895,mi,N384 Nf-13,906-573-2937
Allegan,MI,allegan,Allegan Fire Department,49010,mi,300 Monroe Street,269-673-4459
Fennville,MI,allegan,Clyde Township Hall,49408,mi,1681 56th Street,269-561-2505
Dorr,MI,allegan,Dorr Fire Department,49323,mi,4196 18th Street,616-681-9620
Fennville,MI,allegan,Fennville Area Fire Department,49408,mi,599 West Fennville Street,269-561-2148
Holland,MI,allegan,Graafschap Fire Department,49423,mi,4534 60th Street,616-396-4060
Plainwell,MI,allegan,Gun Plain Fire Department,49080,mi,383 8th Street,269-685-1995
Hamilton,MI,allegan,Hamilton Fire Department,49419,mi,3440 Highway 40,269-751-4444
Hopkins,MI,allegan,Hopkins Fire Department,49328,mi,200 East Main Street,269-793-1000
Pullman,MI,allegan,Lee Township Fire Department,49450,mi,5415 109th Avenue,269-236-5381
Wayland,MI,allegan,Leighton Twp Office,49348,mi,1110 144th Avenue,616-877-9959
Martin,MI,allegan,Martin Fire Rescue,49070,mi,998 Templeton Street,269-672-9223
Shelbyville,MI,allegan,Orangeville Township Fire Department,49344,mi,6912 Boulter Rd,269-664-4221
Otsego,MI,allegan,Otsego Fire Department,49078,mi,117 East Orleans Street,269-692-3391
Plainwell,MI,allegan,Plainwell Public Safety Department,49080,mi,141 North Main Street,269-685-9858
Dorr,MI,allegan,Salem Twp Fire Department,49323,mi,3003 142nd Avenue,616-896-9857
Saugatuck,MI,allegan,Saugatuck Township Fire District,49453,mi,3342 Blue Star Highway,269-857-3000
Wayland,MI,allegan,Wayland Fire Department,49348,mi,160 West Superior Street,269-792-6300
Alpena,MI,alpena,Alpena Combat Readiness Training Center,49707,mi,5884 A St,989-354-6227
Alpena,MI,alpena,Alpena Police Department,49707,mi,501 West Chisholm Street,989-354-1800
Alpena,MI,alpena,Alpena Township Fire Department,49707,mi,4385 U.s. 23,989-356-4024
Lachine,MI,alpena,Green Township Volunteer Fire Department,49753,mi,1500 Moores Landing Rd,989-379-4112
Lachine,MI,alpena,Long Rapids Fire Emergency,49753,mi,5310 Highway 65,989-379-4742
Alpena,MI,alpena,Maple Ridge Twp Fire Department,49707,mi,6010 Lacomb Road,989-356-4009
Alpena,MI,alpena,Michigan Department Of Natural Resources - Alpen,49707,mi,4343 Highway 32,989-354-7822
Sanborn,MI,alpena,Sanborn Township Fire Department,49766,mi,12011 U.s. 23,989-471-5111
Alba,MI,antrim,Alba Fire Department,49611,mi,PO Box 224,231-584-2100
Ellsworth,MI,antrim,Banks Twp Fire Department,49729,mi,6503 Center Street,231-588-6308
Bellaire,MI,antrim,Bellaire Fire Department,49615,mi,735 East Broad Street,231-533-8708
Central Lake,MI,antrim,Central Lake Township Fire Department,49622,mi,1924 Main Street,231-544-6854
Kewadin,MI,antrim,Elk Rapids Fire Department,49648,mi,7015 Cairn Highway,231-264-6694
Elk Rapids,MI,antrim,Elk Rapids Fire Department,49629,mi,209 Bridge Street,231-264-5161
Mancelona,MI,antrim,Mancelona Fire Department,49659,mi,PO Box 548,231-886-0386
Alden,MI,antrim,South Torch Lake Fire Station,49612,mi,8765 Helena Road,231-331-4204
Alba,MI,antrim,Star Township Fire Department,49611,mi,PO Box 243,231-584-3015
Kewadin,MI,antrim,Torch Lake Twp. Fire Dept.,49648,mi,2355 U.s. 31,
Alger,MI,arenac,Moffatt Township Volunteer Fire Department,48610,mi,1590 M-76,989-836-2908
Omer,MI,arenac,Omer Fire Department,48749,mi,317 North Main Street,989-653-2211
Standish,MI,arenac,Standish Area Fire Authority,48658,mi,909 West Cedar Street,989-846-9155
Sterling,MI,arenac,Sterling Area Fire Department,48659,mi,510 East State Street,989-654-2444
Alger,MI,arenac,Wildwood Fire Assocation Inc.,48610,mi,4397 Wildwood Road,989-345-3737
L'Anse,MI,baraga,Arvon Volunteer Fire Department,49946,mi,14470 Marinich Dr,
L'Anse,MI,baraga,Aura Volunteer Fire Department,49946,mi,18825 Aura Rd,906-524-5675
Baraga,MI,baraga,Baraga Fire Department,49908,mi,100 Hemlock St,906-353-6601
Covington,MI,baraga,Covington Township Fire Department,49919,mi,PO Box 82,906-355-2312
Pelkie,MI,baraga,Keweenaw Bay Volunteer Fire Department,49958,mi,HCO 1 Box 307,906-353-7766
L'Anse,MI,baraga,L'Anse Village Government Fire,49946,mi,101 North Main Street,906-524-6116
Baraga,MI,baraga,Natural Resources Department,49908,mi,427 U.s. 41,906-353-6651
Pelkie,MI,baraga,Pelkie Fire Department,49958,mi,15327 Pelkie Rd,906-353-6131
Nashville,MI,barry,Castleton-Maple Grove-Nashville Fire Department,49073,mi,324 N Main St,517-852-1519
Middleville,MI,barry,Department Of Natural Resources Fire Department,49333,mi,420 North Bassett Lake Road,269-795-9393
Freeport,MI,barry,Freeport Fire Department,49325,mi,100 South State Street,616-765-5450
Hastings,MI,barry,Hastings Fire Department,49058,mi,110 East Mill Street,269-945-5384
Hickory Corners,MI,barry,Hickory Corners Fire Department,49060,mi,PO Box 66,269-671-5103
Delton,MI,barry,Prairieville Township-Pine Lake Fire Department,49046,mi,10115 South Norris Road,269-623-2664
Middleville,MI,barry,Thornapple Township Emergency,49333,mi,128 High Street,269-795-3350
Auburn,MI,bay,Auburn-Williams Fire Department,48611,mi,1090 West Midland Road,989-662-2699
Bay,MI,bay,Bangor Township Fire Department,48706,mi,180 State Park Drive,989-684-8504
Bay,MI,bay,Bay City Fire Rescue,48708,mi,1401 Center Avenue,989-892-8601
Auburn,MI,bay,Beaver Township Fire & Rescue,48611,mi,1850 Garfield Road,989-662-4984
Essexville,MI,bay,Essexville City Fire Department,48732,mi,1107 Woodside Avenue,989-892-2541
Bay,MI,bay,Frankenlust Township Fire Department,48706,mi,2401 Delta Road,989-686-5300
Linwood,MI,bay,Garfield Township Volunteer Fire Department,48634,mi,1242 West Erickson Road,989-879-5577
Essexville,MI,bay,Hampton Township Fire Department,48732,mi,949 North Wagner Road,989-895-8811
Kawkawlin,MI,bay,Kawkawlin Township Fire Department,48631,mi,1836 East Parish Road,989-686-1120
Munger,MI,bay,Merritt Township Fire Department,48747,mi,46 East Munger Road,989-659-2725
Bay,MI,bay,Monitor Township Fire Department,48706,mi,2483 Midland Road,989-684-6320
Pinconning,MI,bay,Mount Forest Township Volunteer Fire Department,48650,mi,1705 West Cody Estey Road,989-879-3424
Pinconning,MI,bay,Pinconning & Fraser Fire Department,48650,mi,1751 East Cody Estey Road,989-879-4000
Bay,MI,bay,Portsmouth Township Fire Department,48708,mi,1711 Cass Avenue Road,989-892-0642
Lake Ann,MI,benzie,Almira Township Fire And Ems Department,49650,mi,7276 Ole White Drive,231-275-5862
Benzonia,MI,benzie,Benzonia Township Fire Department,49616,mi,1020 Michigan Avenue,231-882-4411
Frankfort,MI,benzie,Frankfort Fire Department,49635,mi,1206 Hall Street,231-352-7117
Beulah,MI,benzie,Michigan Dnr - Platte River,49617,mi,15200 U.s. 31,231-325-4611
Baroda,MI,berrien,Baroda Fire Department,49101,mi,9081 1st Street,269-422-6900
Benton Harbor,MI,berrien,Benton Harbor Fire Department,49022,mi,200 East Wall Street,269-927-8417
Benton Harbor,MI,berrien,Benton Twp Fire Department,49022,mi,555 North Crystal Avenue,269-925-0395
Oronoko,MI,berrien,Berrien Springs-Oronoko Township Fire Department,49103,mi,4411 East Snow Road,269-473-3731
Buchanan,MI,berrien,Bertrand Twp Fire Department,49107,mi,4770 U.s. 12,269-695-6191
Buchanan,MI,berrien,Buchanan City Fire Department,49107,mi,105 West Front Street,269-695-0007
Buchanan,MI,berrien,Buchanan Twp Fire Department,49107,mi,15301 Main Street,269-695-9385
Sawyer,MI,berrien,Chikaming Township Fire Department,49125,mi,13535 Red Arrow Highway,269-469-9362
Galien,MI,berrien,Galien Township Fire Department,49113,mi,108 George Street,269-545-8370
Bridgman,MI,berrien,Lake Township Fire Department,49106,mi,3220 West Shawnee Road,269-465-6351
Stevensville,MI,berrien,Lincoln Charter Twp Fire Department,49127,mi,2130 West John Beers Road,269-428-2385
New Buffalo,MI,berrien,New Buffalo Fire Department,49117,mi,35 North Harrison Street,269-469-4993
New Buffalo,MI,berrien,New Buffalo Township Fire Department,49117,mi,17425 Red Arrow Highway,269-469-4117
Niles,MI,berrien,Niles Fire Department,49120,mi,1345 East Main Street,269-683-2520
Niles,MI,berrien,Niles Twp Fire Department,49120,mi,2049 South 3rd Street,269-683-3311
Coloma,MI,berrien,North Berrien Fire Rescue Department,49038,mi,170 Washington Street,269-849-1889
Eau Claire,MI,berrien,Pipestone Berrien Twp Fire,49111,mi,6265 West Main Street,269-461-3406
St. Joseph,MI,berrien,Royalton Township Fire Department,49085,mi,911 East John Beers Road,269-429-5202
Sodus,MI,berrien,Sodus Township Fire Station,49126,mi,3500 Naomi Road,269-927-4756
St. Joseph,MI,berrien,St Joseph Fire Department,49085,mi,923 Broad Street,269-983-1442
Bronson,MI,branch,Bronson Fire Department,49028,mi,128 North Matteson Street,517-369-6475
Coldwater,MI,branch,Coldwater Fire Department,49036,mi,57 Division Street,517-278-4177
Coldwater,MI,branch,Lakeland Volunteer Fire Department,49036,mi,716 South Angola Road,517-238-4345
Quincy,MI,branch,Quincy Fire Department,49082,mi,39 East Chicago Street,517-639-5403
Sherwood,MI,branch,Sherwood Township Fire Department,49089,mi,548 North Main Street,517-741-7281
Union City,MI,branch,Union City Fire Department,49094,mi,123 Hammond Street,517-741-9411
Battle Creek,MI,calhoun,Battle Creek Fire Department,49014,mi,195 East Michigan Avenue,269-966-3519
Battle Creek,MI,calhoun,Bedford Township Fire Department,49037,mi,115 Uldriks Drive South,269-968-6917
Burlington,MI,calhoun,Burlington Township Fire Department,49029,mi,215 West Leroy Street,517-705-2023
Marshall,MI,calhoun,City Of Marshall Fire Department,49068,mi,323 West Michigan Avenue,269-781-3922
Athens,MI,calhoun,Community Action Agency-S Mi,49011,mi,130 East Burr Oak Road,269-729-4220
Battle Creek,MI,calhoun,Department Of Veterans Affairs Medical Center Fire Department,49037,mi,5500 Armstrong Road,269-223-5612
Battle Creek,MI,calhoun,Emmett Township Department Of Public Safety,49014,mi,617 Cliff Street,269-968-9303
Marshall,MI,calhoun,Fredonia Township Fire Department,49068,mi,8803 17 Mile Road,269-781-8115
Homer,MI,calhoun,Homer Fire Department,49245,mi,130 East Main Street,517-568-4312
Battle Creek,MI,calhoun,Johnstown Twp Fire Department,49017,mi,13641 Highway M-37,269-721-3530
East Leroy,MI,calhoun,Leroy Twp Fire Station,49051,mi,8146 4 Mile Road,269-979-1241
Marshall,MI,calhoun,Marshall Township Fire Department,49068,mi,13551 Myron Avery Drive,269-781-7976
Ceresco,MI,calhoun,Newton Township Fire Department,49033,mi,7988 G Drive South,269-979-8993
Battle Creek,MI,calhoun,Pennfield Twp Fire Department,49017,mi,20260 Capital Avenue Northeast,269-968-1920
Albion,MI,calhoun,Sheridan Twp Fire Department,49224,mi,13355 29 Mile Road,517-629-9152
Tekonsha,MI,calhoun,Tekonsha Fire Department,49092,mi,123 West Jackson Drive,517-767-3484
Cassopolis,MI,cass,Cassopolis Fire Department,49031,mi,139 North Broadway Street,269-445-2519
Dowagiac,MI,cass,Dowagiac Fire Department,49047,mi,302 Wolf Street,269-782-9563
Dowagiac,MI,cass,Drummond Island Volunteer Fire & Rescue,49047,mi,49726 Center Street,906-493-5321
Edwardsburg,MI,cass,Edwardsburg Fire Department,49112,mi,69910 Highway 62,269-663-2160
Niles,MI,cass,Howard Township Fire Department,49120,mi,1345 Barron Lake Road,269-683-3199
Dowagiac,MI,cass,Indian Lake Volunteer Fire Department,49047,mi,33104 Old M-62,269-782-2026
Marcellus,MI,cass,Marcellus Fire Department,49067,mi,177 East Main Street,269-646-9900
Vandalia,MI,cass,Penn Township Fire Department,49095,mi,17977 Wood Street,269-476-9580
Niles,MI,cass,Pokagon Volunteer Fire Department,49120,mi,31555 Pokagon Highway,269-683-8321
Union,MI,cass,Porter Fire Department,49130,mi,69401 Baldwin Prairie Road,269-641-7100
Dowagiac,MI,cass,Sister Lakes Volunteer Fire Department,49047,mi,92282 County Road 690,269-424-3145
Dowagiac,MI,cass,Wayne Twp Fire Department,49047,mi,53950 Glenwood Road,269-782-2885
Beaver Island,MI,charlevoix,Beaver Island Fire Department,49782,mi,26232 King's Highway,231-448-2595
Boyne,MI,charlevoix,Boyne City Fire Department,49712,mi,319 North Lake Street,231-582-3642
Boyne Falls,MI,charlevoix,Boyne Valley Fire & Rescue,49713,mi,2286 Railroad St,231-549-2000
Charlevoix,MI,charlevoix,Charlevoix Fire Department,49720,mi,210 State Street,231-547-3266
Walloon Lake,MI,charlevoix,Melrose Fire Department,49796,mi,4289 Walloon Street,231-535-2310
Cheboygan,MI,cheboygan,Cheboygan Police Department,49721,mi,403 North Huron Street,231-627-9931
Indian River,MI,cheboygan,East Mullett Fire Department,49749,mi,83 West Devereaux Lake Road,231-625-2097
Cheboygan,MI,cheboygan,Joint Admin Fire Board Inverness Fire Department,49721,mi,1193 Woiderski Road,231-627-3301
Indian River,MI,cheboygan,Topinabee Fire Department,49749,mi,1491 South Straits Highway,231-238-9556
Indian River,MI,cheboygan,Tuscarora Township Fire Department,49749,mi,PO Box 326,231-238-9302
Wolverine,MI,cheboygan,Wolverine Fire Department,49799,mi,5771 Main Street,231-525-8822
Brimley,MI,chippewa,Bay Mills Fire Department,49715,mi,14842 West Weston Road,906-437-5437
Drummond,MI,chippewa,Bruce Crossing Volunteer Fire Department,49726,mi,49912 East Bruce Point Road,906-827-3778
Dafter,MI,chippewa,Dafter Fire Department,49724,mi,9995 South Soo Line Road,906-635-5462
Hulbert,MI,chippewa,Hulbert Township Volunteer Fire Department,49748,mi,37591 West Ash Street,906-876-2033
Kinross,MI,chippewa,Kinross Volunteer Fire Department,49752,mi,1884 W Curtis St,906-495-5381
Sault Ste. Marie,MI,chippewa,Sault Ste Marie Fire Station,49783,mi,123 Ridge Street,906-632-2226
Sault Ste. Marie,MI,chippewa,Sugar Island Township Volunteer Fire Department,49783,mi,6410 Sugar Island Road,906-635-9786
Brimley,MI,chippewa,Superior Township Fire Department,49715,mi,9902 West Depot Street,906-248-5213
Trout Lake,MI,chippewa,Trout Lake Volunteer Fire Department,49793,mi,M123,
Paradise,MI,chippewa,Whitefish Township Fire Department,49768,mi,7052 Highway 123,906-492-3972
Clare,MI,clare,Clare Fire Department,48617,mi,207 West 5th Street,989-386-2151
Harrison,MI,clare,Harrison Community Fire Department,48625,mi,2115 Sullivan Drive,989-539-7145
Farwell,MI,clare,Surrey Township Fire Department,48622,mi,185 North Superior Street,989-588-6914
Bath,MI,clinton,Bath Township Fire Department,48808,mi,5633 Drumheller Road,517-641-7811
Lansing,MI,clinton,Capitol Region Airport Authority Fire Department,48906,mi,3100 West State Road,517-321-8525
St. Johns,MI,clinton,Clinton Area Fire And Rescue,48879,mi,2761 N US Highway 27,989-227-0833
Fowler,MI,clinton,Dallas Twp Fire Department,48835,mi,225 South Main Street,989-593-3146
Elsie,MI,clinton,Elsie Area Fire Department,48831,mi,140 West Maple Street,989-862-5513
DeWitt,MI,clinton,Fire Department Station 2 (DeWitt Charter Township),48820,mi,1445 West Herbison Road,517-669-0071
Grand Ledge,MI,clinton,Looking Glass Regional Fire,48837,mi,7720 West Grand River Highway,517-627-9833
Maple Rapids,MI,clinton,Maple Rapids Fire Department,48853,mi,118 Adelaide Street,989-682-4569
Ovid,MI,clinton,Ovid-Middlebury Fire Department,48866,mi,114 East Front Street,989-834-5707
St. Johns,MI,clinton,St Johns Fire Department,48879,mi,109 East State Street,989-224-2151
Westphalia,MI,clinton,Westphalia Township Fire Department,48894,mi,319 South Westphalia Street,989-587-3808
Grayling,MI,crawford,Beaver Creek Fire Department,49738,mi,8972 South Grayling Road,989-275-8548
Grayling,MI,crawford,Camp Grayling Fire Department,49738,mi,W North Down River Rd,989-344-6182
Frederic,MI,crawford,Frederic Volunteer Fire Department,49733,mi,6547 Frederic Street,989-348-8190
Grayling,MI,crawford,Grayling City & Township Fire Department,49738,mi,Cooke Boulevard,989-348-6319
Grayling,MI,crawford,Lovells Fire & Ems Department,49738,mi,8405 Twin Bridge Road,989-348-1621
Grayling,MI,crawford,Michigan D.N.R. Grayling Field Office,49738,mi,1955 Interstate 75 Business Loop,989-348-6371
Rapid River,MI,delta,Baldwin Township Fire Department,49872,mi,Perkins 30.5 Rd,906-359-4228
Bark River,MI,delta,Bark River Township Fire Department,49807,mi,4309 D Road,906-466-1912
Gladstone,MI,delta,Brampton Township Volunteer Fire Department,49837,mi,5880 Country Club 19.25 Lane,
Cornell,MI,delta,Cornell Volunteer Fire Department,49818,mi,9794 Boney Falls H Road,906-384-6404
Rapid River,MI,delta,Ensign Township Fire Department,49878,mi,PO Box 321,906-747-9231
Gladstone,MI,delta,Escanaba Township Volunteer Fire Department,49837,mi,8238 North Burntwood 21.8 Drive,906-428-1128
Bark River,MI,delta,Ford River Township Volunteer Fire Department,49807,mi,3845 K Road,906-466-9932
Garden,MI,delta,Garden Township Volunteer Fire Department,49835,mi,243 Gardens Ave,906-644-2423
Gladstone,MI,delta,Gladstone Public Safety Department,49837,mi,144 4th Ave N,906-428-4242
Rapid River,MI,delta,Masonville Fire Department,49878,mi,10584 North Main Street,906-474-6634
Rock,MI,delta,Tri-Township Fire Department,49880,mi,4042 East Maple Ridge Road,906-356-6731
Breitung,MI,dickinson,Breitung Township Fire Department,49876,mi,3851 Menominee Street,906-779-2064
Vulcan,MI,dickinson,Faithorn Township Fire Department,49892,mi,N14705 County Rd 577,906-438-2243
Felch,MI,dickinson,Felch Township Volunteer Fire Department,49831,mi,PO Box 187,906-246-3924
Iron Mountain,MI,dickinson,Iron Mountain Fire Department,49801,mi,101 East Fleshiem Street,906-774-0622
Kingsford,MI,dickinson,Kingsford Fire Department,49802,mi,510 South Westwood Avenue,906-774-1265
Norway,MI,dickinson,Norway Volunteer Fire Department,49870,mi,1720 U.s. 2,906-563-9771
Channing,MI,dickinson,Sagola Township Fire Department,49815,mi,Turner Rd,906-542-9411
Ralph,MI,dickinson,West Branch Township Fire Department,49877,mi,Cootware Rd,906-246-3332
Bellevue,MI,eaton,Bellevue Community Fire Department,49021,mi,115 East Jackson Street,269-763-3262
Potterville,MI,eaton,Benton Twp. Fire Department,48876,mi,4713 North Hartel Road,517-645-7061
Charlotte,MI,eaton,Charlotte Fire Department,48813,mi,111 East Lawrence Avenue,517-543-0241
Lansing,MI,eaton,Delta Township Fire Department,48917,mi,811 North Canal Road,517-321-6622
Eaton Rapids,MI,eaton,Eaton Rapids Fire Department,48827,mi,101 Line St,517-663-8118
Grand Ledge,MI,eaton,Grand Ledge Area Emergency Services Authority,48837,mi,500 North Clinton Street,517-627-1157
Eaton Rapids,MI,eaton,Hamlin Twp Fire Department,48827,mi,6463 South Clinton Trail,517-663-9111
Olivet,MI,eaton,Olivet City Fire Department,49076,mi,117 East Street,269-749-9106
Mulliken,MI,eaton,Roxand Township Fire Department,48861,mi,142 Main Street,517-649-8332
Sunfield,MI,eaton,Sunfield Fire Department,48890,mi,162 Main Street,517-566-8872
Vermontville,MI,eaton,Vermontville Township Fire & Ambulance,49096,mi,125 West 1st Street,517-726-1269
Windsor,MI,eaton,Windsor Township Emergency Services,48821,mi,300 West Jefferson Street,517-646-0893
Alanson,MI,emmet,Alanson Fire Department Office,49706,mi,6200 West Street,231-548-5646
Carp Lake,MI,emmet,Carp Lake Township Fire Department,49718,mi,6321 East Gill Road,231-537-2100
Harbor Springs,MI,emmet,Harbor Springs City Hall,49740,mi,160 Zoll Street,231-526-2104
Pellston,MI,emmet,Pellston D.N.R. Fire Department,49769,mi,304 Stimpson Street,231-539-8564
Pellston,MI,emmet,Pellston Fire Department,49769,mi,150 Milton Road,231-539-8411
Petoskey,MI,emmet,Petoskey Fire Department,49770,mi,101 East Lake Street,231-347-2500
Petoskey,MI,emmet,Resort Bearcreek Fire Department,49770,mi,373 Division Street,231-347-0592
Petoskey,MI,emmet,Springvale Township Fire Department,49770,mi,8198 East Mitchell Road,231-347-9392
Linden,MI,genesee,Argentine Twp Fire Department,48451,mi,9048 Silver Lake Road,810-735-4911
Goodrich,MI,genesee,Atlas Twp Fire Department,48438,mi,8081 Clarence Street,810-636-2723
Flint,MI,genesee,Bishop International Airport Fire Department,48507,mi,3425 West Bristol Road,810-235-0606
Burton,MI,genesee,Burton Fire Department,48519,mi,4090 Manor Drive,810-742-2158
Swartz Creek,MI,genesee,Charter Township Of Mundy Fire Department,48473,mi,3478 Mundy Avenue,810-655-8515
Fenton,MI,genesee,City Of Fenton Fire Department,48430,mi,205 East Caroline Street,810-629-8595
Mount Morris,MI,genesee,City Of Mt Morris Fire Department,48458,mi,11649 Saginaw Street,810-686-0360
Clio,MI,genesee,Clio Fire Department,48420,mi,3400 West Vienna Road,810-564-1855
Davison,MI,genesee,Davison-Richfield Fire Department,48423,mi,403 South Main Street,810-653-5671
Fenton,MI,genesee,Fenton Township Fire Department,48430,mi,2191 Bowles Street,810-629-1911
Flint,MI,genesee,Flint Fire Department,48502,mi,310 East 5th Street,810-762-7336
