city,state,county,name,zip,state2,address,phone
St. Paul Park,MN,washington,City of St Paul Park,55071,mn,600 Portland Avenue,651-459-9785
Cottage Grove,MN,washington,Cottage Grove Public Safety Department,55016,mn,7516 80th Street South,651-458-6011
Forest Lake,MN,washington,Forest Lake Police Department,55025,mn,210 Lake Street North,651-464-5877
Newport,MN,washington,Newport Police Department,55055,mn,596 7th Avenue,651-459-9933
Oakdale,MN,washington,Oakdale Police Department,55128,mn,1584 Hadley Avenue North,651-738-1025
Stillwater,MN,washington,Stillwater Police Department,55082,mn,216 4th Street North,651-351-4900
Woodbury,MN,washington,Woodbury Police Department,55125,mn,2100 Radio Drive,651-739-4141
Madelia,MN,watonwan,Madelia City Police Department,56062,mn,116 West Main Street,507-642-3246
St. James,MN,watonwan,St James Police Department,56081,mn,LEC 3rd Ave S,507-375-3222
Breckenridge,MN,wilkin,Breckenridge Police Department,56520,mn,227 6th Street North,218-643-5506
Winona,MN,winona,Goodview Police Department,55987,mn,4220 West 5th Street,507-452-1500
Lewiston,MN,winona,Lewiston Police Department,55952,mn,30 West Main Street,507-523-2257
St. Charles,MN,winona,St Charles Police Department,55972,mn,830 Whitewater Avenue,507-932-3020
Winona,MN,winona,Winona Police Department,55987,mn,201 West 3rd Street,507-457-6302
Annandale,MN,wright,Annandale Police Department,55302,mn,30 Cedar Street East,320-274-3278
Buffalo,MN,wright,Buffalo Police Department,55313,mn,215 1st Avenue Northeast,763-682-5976
Howard Lake,MN,wright,Howard Lake Police Department,55349,mn,741 6th Street,320-543-3670
Canby,MN,yellow,Canby Police Department,56220,mn,110 Oscar Avenue North,507-223-7211
Clarkfield,MN,yellow,Clarkfield Police Department,56223,mn,1029 10th Avenue,320-669-7322
Granite Falls,MN,yellow,Granite Falls Police Department,56241,mn,930 4th Street,320-564-2129
Natchez,MS,adams,Natchez Police Department,39120,ms,233 Devereaux Drive,601-445-5565
Corinth,MS,alcorn,Corinth Police Department,38834,ms,2837 South Harper Road,662-286-3377
Gloster,MS,amite,Gloster Police Department,39638,ms,259 1st Street,601-225-4771
Liberty,MS,amite,Liberty Police Department,39645,ms,144 Main Street,601-657-8021
Kosciusko,MS,attala,Kosciusko Police Department,39090,ms,209 West Adams Street,662-289-5321
Ashland,MS,benton,Ashland Police Department,38603,ms,15870 Boundary Drive,662-224-6282
Cleveland,MS,bolivar,Cleveland City Police Department,38732,ms,301 South Sharpe Avenue,662-843-3611
Mound Bayou,MS,bolivar,Mound Bayou Police Department,38762,ms,106 Green Street West,662-741-2191
Rosedale,MS,bolivar,Rosedale Police Department,38769,ms,304 Court St,662-759-6813
Shaw,MS,bolivar,Shaw Police Department,38773,ms,303 White Oak Street,662-754-5741
Shelby,MS,bolivar,Shelby City Police Department,38774,ms,300 East 3rd Avenue,662-398-5155
Bruce,MS,calhoun,Bruce Police Department,38915,ms,118 East Calhoun Street,662-983-2450
Calhoun City,MS,calhoun,Calhoun City Police Department,38916,ms,244 Highway 8,662-628-6897
Houlka,MS,chickasaw,Houlka Police Department,38850,ms,201 Walker St,662-568-2745
Houston,MS,chickasaw,Houston Police Department,38851,ms,224 East Madison Street,662-456-2554
Okolona,MS,chickasaw,Okolona Police Department,38860,ms,106 West Main Street,662-447-5427
Ackerman,MS,choctaw,Ackerman Police Department,39735,ms,999 West Main Street,662-285-3600
Weir,MS,choctaw,University Police Department,39772,ms,100 Ann Street,662-325-2121
Port Gibson,MS,claiborne,Port Gibson Police Department,39150,ms,806 Farmer Street,601-437-5101
Quitman,MS,clarke,Quitman Police Department,39355,ms,101 East Church Street,601-776-6461
Shubuta,MS,clarke,Shubuta Police Department,39360,ms,178 Eucutta Road,601-687-1291
West Point,MS,clay,West Point Police Chief,39773,ms,310 East Westbrook Street,662-494-1244
Clarksdale,MS,coahoma,Clarksdale Police Department,38614,ms,121 Sunflower Avenue,662-621-8151
Crystal Springs,MS,copiah,Crystal Springs Police Department,39059,ms,108 West Railroad Avenue South,601-892-2121
Hazlehurst,MS,copiah,Hazlehurst Police Department,39083,ms,202 East Whitworth Street,601-894-1181
Wesson,MS,copiah,Wesson City Police Department,39191,ms,1033 Highway 51,601-643-2211
Collins,MS,covington,Collins City Police Department,39428,ms,202 South Arrington Avenue,601-765-6541
Hernando,MS,desoto,Hernando Police Department,38632,ms,475 West Commerce Street,662-429-9096
Horn Lake,MS,desoto,Horn Lake Police Department,38637,ms,3101 Goodman Road West,662-393-6174
Olive Branch,MS,desoto,Olive Branch Police Department,38654,ms,9245 Pigeon Roost Road,662-895-4111
Southaven,MS,desoto,Southaven Police Department,38671,ms,8791 Northwest Drive,662-393-8654
Brooklyn,MS,forrest,Hattiesburg Police Chief,39425,ms,1 U S Government Road,601-545-4900
Petal,MS,forrest,Petal City Police Department,39465,ms,127 West 8th Avenue,601-544-5331
Meadville,MS,franklin,Meadville Police Department,39653,ms,149 Oak Street,601-384-5208
Lucedale,MS,george,Lucedale City Police Department,39452,ms,545 Oak Street,601-947-3261
Leakesville,MS,greene,Leakesville Police Department,39451,ms,301A Lafayette Ave,601-394-2383
Grenada,MS,grenada,Grenada Police Department,38901,ms,15 North Main Street,662-227-3455
Bay Saint Louis,MS,hancock,Bay St Louis Police Department,39520,ms,310 Old Spanish Trail,228-467-9221
Waveland,MS,hancock,Waveland Police Department,39576,ms,335 Coleman Avenue,228-467-3669
Biloxi,MS,harrison,Biloxi Police Department,39530,ms,170 Porter Avenue,228-392-0641
Gulfport,MS,harrison,Gulfport Police Department,39501,ms,2220 15th Street,228-868-5900
Long Beach,MS,harrison,Long Beach City Police Department,39560,ms,201 Alexander Road,228-863-7292
Pass Christian,MS,harrison,Pass Christian Police Department,39571,ms,123 East 2nd Street,228-452-3310
Bolton,MS,hinds,Bolton Police Department,39041,ms,200 Madison Street,601-866-7233
Clinton,MS,hinds,Clinton Police Department,39056,ms,305 Monroe Street,601-924-5252
Edwards,MS,hinds,Edwards Police Department,39066,ms,100 Utica Street,601-852-5461
Jackson,MS,hinds,Jackson Police Department,39212,ms,810 Cooper Road,601-960-1878
Jackson,MS,hinds,Mississippi Department of Public Safety,39216,ms,1900 East Woodrow Wilson Avenue,601-987-1212
Raymond,MS,hinds,Raymond Police Department,39154,ms,110 Courtyard Sq,601-857-8041
Terry,MS,hinds,Terry Police Department,39170,ms,315 Cunningham Street,601-878-5521
Utica,MS,hinds,Utica Police Department,39175,ms,208 White Oak Street,601-885-6112
Durant,MS,holmes,Durant Police Department,39063,ms,253 West Mulberry Street,662-653-6846
Goodman,MS,holmes,Goodman Police Department,39079,ms,9984 Main Street,662-472-2272
Lexington,MS,holmes,Lexington Police Chief Office,39095,ms,207 Tchula Street,662-834-3951
Pickens,MS,holmes,Pickens Police Department,39146,ms,301 Highway 51,662-468-9848
Tchula,MS,holmes,Tchula Police Department,39169,ms,74 Blake St,662-235-4056
Belzoni,MS,humphreys,Belzoni Police Department,39038,ms,314 North Hayden Street,662-247-2181
Isola,MS,humphreys,Isola Police Department,38754,ms,203 Julia Street,662-962-6132
Fulton,MS,itawamba,Fulton Police Department,38843,ms,213 West Wiygul Street,662-862-3441
Mantachie,MS,itawamba,Mantachie Police Department,38855,ms,3256 Highway 371,662-282-7936
Pascagoula,MS,jackson,City of Pascagoula Police Department,39567,ms,611 Live Oak Avenue,228-762-2211
Gautier,MS,jackson,Gautier City Police Department,39553,ms,3330 U.s. 90,228-497-2486
Moss Point,MS,jackson,Moss Point Police Department,39563,ms,4329 McInnis Ave,228-475-1711
Ocean Springs,MS,jackson,Ocean Springs City Police Department,39564,ms,3810 Bienville Boulevard,228-875-2211
Bay Springs,MS,jasper,Bay Springs Police Department,39422,ms,39 6th Street,601-764-3122
Heidelberg,MS,jasper,Heidelberg Police Department,39439,ms,14 W Park St,601-787-3961
Fayette,MS,jefferson,Fayette Police Department,39069,ms,644 Main Street,601-786-3333
Bassfield,MS,jefferson,Bassfield Police Department,39421,ms,194 Gen Robert E Blount Drive,601-943-6300
Prentiss,MS,jefferson,Prentiss Fire Department,39474,ms,911 3rd Street,601-792-5198
Ellisville,MS,jones,Ellisville Police Department,39437,ms,102 Holly Street,601-477-9252
Laurel,MS,jones,Laurel City Police Department,39440,ms,317 South Magnolia Street,601-425-4711
Soso,MS,jones,Soso Police Department,39480,ms,1136 Highway 28,601-729-2075
De Kalb,MS,kemper,De Kalb Police Department,39328,ms,76 Bell Street,601-743-9197
Scooba,MS,kemper,Scooba Police Department,39358,ms,1037 Kemper Street,662-476-8451
Oxford,MS,lafayette,Oxford Police Department,38655,ms,715 Molly Barr Road,662-232-2400
Lumberton,MS,lamar,Lumberton City Police Department,39455,ms,102 East Main Avenue,601-796-8891
Purvis,MS,lamar,Purvis Police Department,39475,ms,136 Shelby Speights Drive,601-794-6512
Sumrall,MS,lamar,Sumrall Police Department,39482,ms,4880 Highway 589,601-758-3531
Marion,MS,lauderdale,Marion Police Department,39342,ms,6021 Dale Drive,601-483-9573
Meridian,MS,lauderdale,Meridian City Patrol,39301,ms,2415 6th Street,601-485-1847
Monticello,MS,lawrence,Monticello Police Department,39654,ms,202 Jefferson Street,601-587-7732
Carthage,MS,leake,Carthage Police Department,39051,ms,302 West Main Street,601-267-8011
Walnut Grove,MS,leake,Walnut Grove Police Department,39189,ms,139 Main Street,601-253-0045
Guntown,MS,lee,Guntown Police Department,38849,ms,1527 Main Street,662-348-2208
Plantersville,MS,lee,Plantersville Police Department,38862,ms,2587 Main Street,662-844-2012
Saltillo,MS,lee,Saltillo Police Department,38866,ms,142 South Front Avenue,662-869-5454
Shannon,MS,lee,Shannon Police Department,38868,ms,122 Broad Street,662-767-8369
Tupelo,MS,lee,Tupelo Police Department,38801,ms,118 Lemons Drive,662-841-6491
Tupelo,MS,lee,Verona Police Department,38801,ms,194 Main Street,662-566-2215
Greenwood,MS,leflore,Greenwood Police Department,38930,ms,406 Main Street,662-453-3311
Itta Bena,MS,leflore,Itta Bena Police Department,38941,ms,100 Dewey Street,662-254-6333
Caledonia,MS,lowndes,Caledonia Police Department,39740,ms,754 Main Street,662-356-4117
Columbus,MS,lowndes,Columbus Police Department,39701,ms,1501 Main Street,662-244-3500
Canton,MS,madison,Canton Police Department,39046,ms,200 Park Drive,601-859-2121
Flora,MS,madison,Flora Police Department,39071,ms,168 Carter Street,601-879-8871
Madison,MS,madison,Madison Police Department,39110,ms,2001 Main Street,601-856-6111
Ridgeland,MS,madison,Ridgeland Police Department,39157,ms,115 West School Street,601-856-2121
Columbia,MS,marion,Columbia Police Department,39429,ms,205 2nd Street,601-736-8052
Byhalia,MS,marshall,Byhalia Police Department,38611,ms,161 Highway 309,662-838-6000
Holly Springs,MS,marshall,Holly Springs Police Department,38635,ms,440 North Memphis Street,662-252-2122
Aberdeen,MS,monroe,Aberdeen Police Department,39730,ms,125 West Commerce Street,662-369-6454
Amory,MS,monroe,Amory Police Department,38821,ms,200 South Front Street,662-256-2676
Nettleton,MS,monroe,Nettleton Police Department,38858,ms,225 Main Street,662-591-2167
Winona,MS,montgomery,Winona Police Department,38967,ms,608 Summit Street,662-283-1140
Philadelphia,MS,neshoba,Philadelphia Police Department,39350,ms,523 Main Street,601-656-2131
Decatur,MS,newton,Decatur Police Department,39327,ms,115 7th Street,601-635-3555
Newton,MS,newton,Newton Police Department,39345,ms,103 Banks Street,601-683-2041
Brooksville,MS,noxubee,Brooksville Police Department,39739,ms,100 East Main Street,662-738-5532
Starkville,MS,oktibbeha,Starkville Police Department,39759,ms,101 East Lampkin Street,662-323-4134
Batesville,MS,panola,Batesville Police Department,38606,ms,106 College Street,662-563-5653
Como,MS,panola,Como Police Department,38619,ms,204 Main Street,662-526-5106
Sardis,MS,panola,Sardis Police Department,38666,ms,619 East Lee Street,662-487-1383
Picayune,MS,pearl,Picayune Police Department,39466,ms,328 South Main Street,601-798-7411
Poplarville,MS,pearl,Poplarville Police Department,39470,ms,305 Highway 26,601-795-4447
New Augusta,MS,perry,New Augusta Police Department,39462,ms,102 2nd Street,601-964-8101
Richton,MS,perry,Richton Police Department,39476,ms,206 Dogwood Avenue,601-788-5551
Magnolia,MS,pike,Magnolia City Police Department,39652,ms,235 South Cherry Street,601-783-9926
Summit,MS,pike,Summit Police Department,39666,ms,706 East Railroad Avenue,601-276-9511
Ecru,MS,pontotoc,Ecru Police Department,38841,ms,176 Main Street,662-489-3881
Pontotoc,MS,pontotoc,Pontotoc Police Department,38863,ms,116 North Main Street,662-489-7804
Baldwyn,MS,prentiss,Baldwyn City Police Department,38824,ms,920 North 4th Street,662-365-1047
Booneville,MS,prentiss,Booneville Police Department,38829,ms,1901 East Chambers Drive,662-728-5611
Marietta,MS,prentiss,Marietta City Hall,38856,ms,7 County Road 4060,662-728-9320
Brandon,MS,rankin,Brandon Police Department,39042,ms,1455 West Government Street,601-825-7225
Florence,MS,rankin,Florence Police Department,39073,ms,203 College Street,601-845-7508
Flowood,MS,rankin,Flowood Police Department,39232,ms,2101 Airport Road,601-932-5400
Pelahatchie,MS,rankin,Pelahatchie Police Department,39145,ms,108 Brooks Street,601-854-5223
Pearl,MS,rankin,Police Department Investigation Division,39208,ms,2422 Old Brandon Road,601-932-3578
Richland,MS,rankin,Richland Police Department,39218,ms,371 Scarbrough Street,601-932-3100
Forest,MS,scott,Forest City Police Department,39074,ms,850 Park Road,601-469-4141
Morton,MS,scott,Morton Police Department,39117,ms,19 West 1st Avenue,601-732-8933
Rolling Fork,MS,sharkey,Rolling Fork Police Department,39159,ms,400 Walnut Street,662-873-2212
Magee,MS,simpson,Magee City Police Department,39111,ms,124 1st Street Northeast,601-849-2366
Mendenhall,MS,simpson,Mendenhall City Police Department,39114,ms,172 West Maud Avenue,601-847-2641
Raleigh,MS,smith,Raleigh Police Department,39153,ms,112 Main Street,601-782-9992
Taylorsville,MS,smith,Taylorsville Police Department,39168,ms,125 Eaton Street,601-785-6622
Wiggins,MS,stone,Wiggins City Police Department,39577,ms,303 1st Street South,601-928-5444
Drew,MS,sunflower,Drew Police Department,38737,ms,120 West Shaw Avenue,662-745-2200
Indianola,MS,sunflower,Indianola Police Department,38751,ms,300 2nd Street,662-887-1811
Moorhead,MS,sunflower,Moorhead Police Department,38761,ms,801 Johnny Russell Drive,662-246-5460
Charleston,MS,tallahatchie,Charleston Police Department,38801,ms,S Court Square,662-647-5841
Tutwiler,MS,tallahatchie,Tutwiler Police Department,38963,ms,209 Hancock Avenue,662-345-8321
Webb,MS,tallahatchie,Webb Town Fire Department,38966,ms,159 South Laura Street,662-375-8164
Coldwater,MS,tate,Coldwater Police Department,38618,ms,444 Court Street,662-622-7241
Senatobia,MS,tate,Senatobia Police Department,38668,ms,131 North Front Street,662-562-5642
Blue Mountain,MS,tippah,Blue Mountain Police Department,38610,ms,110 East Mill Street,662-685-4721
Ripley,MS,tippah,Ripley Police Department,38663,ms,500 South Main Street,662-837-2210
Walnut,MS,tippah,Walnut Police Department,38683,ms,621 Main Street,662-223-4405
Belmont,MS,tishomingo,Belmont Police Department,38827,ms,94 Main Street,662-454-3381
Burnsville,MS,tishomingo,Burnsville Police Department,38833,ms,92 Front Street,662-427-9526
Golden,MS,tishomingo,Golden City Water Department,38847,ms,211 Front Street,662-454-7100
Iuka,MS,tishomingo,Iuka Police Department,38852,ms,118 South Pearl Street,662-423-6340
Tunica,MS,tunica,Tunica Police Department,38676,ms,1196 Edwards Avenue,662-363-2400
Myrtle,MS,union,Myrtle Police Department,38650,ms,1031 Church Street,662-988-2220
New Albany,MS,union,New Albany Police Department,38652,ms,110 East Bankhead Street,662-534-2222
Blue Springs,MS,union,Sherman Police Department,38828,ms,26 Lamar Street,662-841-0079
Tylertown,MS,walthall,Tylertown Police Department,39667,ms,433 Beulah Avenue,601-876-4440
Vicksburg,MS,warren,Vicksburg Police Department,39180,ms,820 Veto Street,601-636-2511
Greenville,MS,washington,Greenville Police Department,38701,ms,216 Main Street,662-378-1515
Hollandale,MS,washington,Hollandale Police Department,38748,ms,200 East Avenue South,662-827-2212
Leland,MS,washington,Leland Police Department,38756,ms,320 North Broad Street,662-686-7233
Greenville,MS,washington,Metcalfe Police Department,38703,ms,315 Martin Luther King Drive,662-335-0213
Waynesboro,MS,wayne,Waynesboro Police Department,39367,ms,714 Wayne Street,601-735-3192
Eupora,MS,webster,Eupora Police Department,39744,ms,390 West Clark Avenue,662-258-4121
Mantee,MS,webster,Mantee Police Department,39751,ms,107 Main Street,662-258-4571
Mathiston,MS,webster,Mathiston Police Department,39752,ms,1 Scott Avenue,662-263-4898
Louisville,MS,winston,Louisville Police Department,39339,ms,200 South Church Avenue,662-773-3511
Oakland,MS,yalobusha,Oakland Police Department,38948,ms,13863 Hickory Street,662-623-8668
Water Valley,MS,yalobusha,Water Valley Police Department,38965,ms,909 North Main Street,662-473-2933
Yazoo,MS,yazoo,Yazoo City Police Department,39194,ms,305 Mike Espy Drive,662-746-1131
Kirksville,MO,adair,Kirksville Police Department,63501,mo,119 East McPherson Street,660-785-6945
Savannah,MO,andrew,Savannah Police Department,64485,mo,402 Court Street,816-324-4114
Rock Port,MO,atchison,Rock Port Police Department,64482,mo,500 South Main Street,660-744-2777
Tarkio,MO,atchison,Tarkio Police Department,64491,mo,602 Main Street,660-736-5522
Mexico,MO,audrain,Mexico Public Safety Department,65265,mo,300 North Coal Street,573-581-2100
Vandalia,MO,audrain,Vandalia Police Department,63382,mo,201 East Park Street,573-594-3344
Cassville,MO,barry,Cassville Police Department,65625,mo,210 8th Street,417-847-4700
Monett,MO,barry,Monett Police Department,65708,mo,212 5th Street,417-235-4641
Lamar,MO,barton,Lamar Police Department,64759,mo,1104 Broadway Street,417-682-3546
Adrian,MO,bates,Adrian Police Department,64720,mo,16 East 5th Street,816-297-2106
Butler,MO,bates,Butler Police Department,64730,mo,309 North Fulton Street,660-679-6131
Rich Hill,MO,bates,Rich Hill Police Department,64779,mo,120 North 7th Street,417-395-2222
Cole Camp,MO,benton,Cole Camp City Police Department,65325,mo,401 West Main Street,660-668-2321
Lincoln,MO,benton,Lincoln Police Department,65338,mo,122 East Main Street,660-438-5252
Warsaw,MO,benton,Warsaw Police Department,65355,mo,181 W Harrison St,660-438-5522
Marble Hill,MO,bollinger,Marble Hill Police Department,63764,mo,606 Highway 34,573-238-3622
Ashland,MO,boone,Ashland Police Department,65010,mo,109 East Broadway,573-657-9062
Centralia,MO,boone,Centralia Department of Police,65240,mo,204 West Sneed Street,573-682-2132
Columbia,MO,boone,Columbia Police Department,65201,mo,600 East Walnut Street,573-874-7404
Hallsville,MO,boone,Hallsville Police Department,65255,mo,202 East Highway 124,573-696-3838
Sturgeon,MO,boone,Sturgeon Police Department,65284,mo,303 E Station Dr,573-687-3300
St. Joseph,MO,buchanan,St. Joseph Police Department,64501,mo,501 Faraon Street,816-271-4777
Hamilton,MO,caldwell,Hamilton Police Department,64644,mo,200 South Davis Street,816-583-7311
Polo,MO,caldwell,Polo Police Department,64637,mo,506 Main Street,660-354-2251
Auxvasse,MO,callaway,Auxvasse Police Department,65231,mo,104 South Main Street,573-386-2227
Fulton,MO,callaway,Fulton Police Administration,65251,mo,935 U.S. 54 Business,573-592-3100
Holts Summit,MO,callaway,Holts Summit Police Department,65043,mo,245 South Summit Drive,573-896-4911
Camdenton,MO,camden,Camdenton City Police Department,65020,mo,437 U.s. 54,573-346-3604
Osage Beach,MO,camden,City of Osage Beach: Police Department,65065,mo,1000 City Parkway,573-302-2010
Sunrise Beach,MO,camden,Sunrise Beach Police Department,65079,mo,5 Lake Road 5-35 Bn,573-374-7757
Cape Girardeau,MO,cape,Cape Girardeau Police Department,63703,mo,40 South Sprigg Street,573-335-6621
Jackson,MO,cape,Jackson Police Department,63755,mo,525 South Hope Street,573-243-3151
Carrollton,MO,carroll,Carrollton Police Department,64633,mo,201 West Benton Street,660-542-3128
Van Buren,MO,carter,Van Buren Police Department,63965,mo,Ball Park Rd,573-323-4394
Archie,MO,cass,Archie Police Department,64725,mo,401 South Main Street,816-430-5242
Belton,MO,cass,Belton Police Department Administration,64012,mo,7001 East 163rd Street,816-331-5522
Cleveland,MO,cass,Cleveland Police Department,64734,mo,209 East Main Street,816-618-3059
Drexel,MO,cass,Drexel Police Department,64742,mo,137 East Main Street,816-619-4444
Freeman,MO,cass,Freeman Police Department,64746,mo,105 East Main Street,816-899-2902
Garden,MO,cass,Garden City Police Department,64747,mo,103 North 3rd Street,816-773-8201
Harrisonville,MO,cass,Harrisonville Police Department,64701,mo,208 East Pearl Street,816-380-8929
Lake Winnebago,MO,cass,Lake Winnebago Police Department,64034,mo,10 Winnebago Drive,816-537-7900
Peculiar,MO,cass,Peculiar Police Department,64078,mo,594 Schug Avenue,816-779-5102
Pleasant Hill,MO,cass,Pleasant Hill Police Department,64080,mo,300 East Commercial Street,816-540-9109
Raymore,MO,cass,Raymore City Police Department,64083,mo,100 Municipal Circle,816-331-0530
El Dorado Springs,MO,cedar,El Dorado Springs Police Department,64744,mo,1207 South Main Street,417-876-2313
Brunswick,MO,chariton,Brunswick Police Department,65236,mo,115 West Broadway Street,660-548-3491
Keytesville,MO,chariton,Keytesville Police Department,65261,mo,404 West Bridge Street,660-288-3745
Salisbury,MO,chariton,Salisbury Police Department,65281,mo,123 West 2nd Street,660-388-6875
Billings,MO,christian,Billings Police Department,65610,mo,251 U.s. 60,417-744-2582
Clever,MO,christian,Clever Police Department,65631,mo,304 Clarke Avenue,417-743-2544
Nixa,MO,christian,Nixa Police Department,65714,mo,715 Center Circle,417-725-2510
Ozark,MO,christian,Ozark Police Department,65721,mo,201 East Brick Street,417-581-6600
Sparta,MO,christian,Sparta Police Department,65753,mo,131 North Avenue,417-634-0395
Kahoka,MO,clark,Kahoka Police Department,63445,mo,518 North Lincoln Street,660-727-2915
Kansas,MO,clay,Claycomo Police Department,64119,mo,115 U.s. 69,816-452-4613
Excelsior Springs,MO,clay,Excelsior Springs Police Department,64024,mo,301 South Main Street,816-630-2000
Holt,MO,clay,Holt Police Department,64048,mo,430 Main Street,816-320-3909
Kearney,MO,clay,Kearney Police Department,64060,mo,106 South Jefferson Street,816-628-3925
Liberty,MO,clay,Liberty Police Department,64068,mo,101 East Kansas Street,816-792-6060
Mosby,MO,clay,Mosby Police Department,64024,mo,12300 4th Street,816-628-4875
Kansas,MO,clay,Oakview Police Department,64118,mo,6404 North Locust Street,816-436-9150
Pleasant Valley,MO,clay,Pleasant Valley Police Department,64068,mo,6502 Royal Street,816-781-7373
Smithville,MO,clay,Smithville Police Department,64089,mo,107 West Main Street,816-532-0500
Cameron,MO,clinton,Cameron Police Department,64429,mo,101 North Chestnut Street,816-632-6521
Gower,MO,clinton,Gower Police Department,64454,mo,94 South 3rd Street,816-424-3077
Lathrop,MO,clinton,Lathrop Police Department,64465,mo,117 Pine Street,816-528-6550
Plattsburg,MO,clinton,Plattsburg Police Department,64477,mo,114 West Maple Street,816-930-3777
Jefferson,MO,cole,Jefferson City Police Department,65101,mo,401 Monroe Street,573-634-6400
Boonville,MO,cooper,Boonville Police Department,65233,mo,401 East Morgan Street,660-882-2727
Bourbon,MO,crawford,Bourbon Police Department,65441,mo,355 East Pine Street,573-732-4838
Cuba,MO,crawford,Cuba Police Department,65453,mo,602 South Franklin Street,573-885-1449
Steelville,MO,crawford,Steelville City Marshall,65565,mo,South Brickey Street,573-775-2200
Sullivan,MO,crawford,Sullivan Police Department,63080,mo,106 Progress Drive,573-468-8001
Lockwood,MO,dade,Lockwood Fire Department,65682,mo,107 East 8th Street,417-232-4221
Buffalo,MO,dallas,Buffalo Police Department,65622,mo,311 Poplar Street,417-345-2709
Urbana,MO,dallas,Urbana Police Department,65767,mo,309 West Broadway Street,417-993-4228
Gallatin,MO,daviess,Gallatin Police Department,64640,mo,112 East Grand Street,660-663-3580
Maysville,MO,dekalb,Maysville Police Department,64469,mo,209 West Main Street,816-449-2185
Salem,MO,dent,Salem Police Chief,65560,mo,500 North Jackson Street,573-729-6550
Ava,MO,douglas,Ava Police Department,65608,mo,504 Northwest 12th Avenue,417-683-2931
Arbyrd,MO,dunklin,Arbyrd Police Department,63821,mo,200 Broadway Street,573-654-2073
Campbell,MO,dunklin,Campbell Police Department,63933,mo,204 Grand Avenue,573-246-2511
Clarkton,MO,dunklin,Clarkton Police Department,63837,mo,208 South Main Street,573-448-3322
Kennett,MO,dunklin,Kennett Police Department,63857,mo,200 East 2nd Street,573-888-4622
Malden,MO,dunklin,Malden Police Department,63863,mo,112 East Laclede Street,573-276-2211
Senath,MO,dunklin,Senath Police Department,63876,mo,301 West Commercial Street,573-738-2818
Pacific,MO,franklin,Ballwin Police Department,63069,mo,300 North Hoven Drive,636-227-9636
Gerald,MO,franklin,Gerald Police Department,63037,mo,Fitzgerald,573-764-3424
New Haven,MO,franklin,New Haven Police Department,63068,mo,1100 Olive Road,573-237-2211
St. Clair,MO,franklin,St Clair Police Department,63077,mo,1 Paul Parks Drive,636-629-1313
Union,MO,franklin,Union Police Department,63084,mo,119 South Church Street,636-583-3700
Washington,MO,franklin,Washington Police Department,63090,mo,415 Jefferson Street,636-390-1050
Bland,MO,gasconade,Bland Police Department,65014,mo,105 West Kansas City Street,573-646-3850
Hermann,MO,gasconade,Hermann Police Department,65041,mo,1902 Jefferson Street,573-486-2211
Owensville,MO,gasconade,Owensville City Police Chief,65066,mo,109 North 2nd Street,573-437-8477
Stanberry,MO,gentry,Stanberry Police Department,64489,mo,130 West 1st Street,660-783-2725
Ash Grove,MO,greene,Ash Grove Police Department,65604,mo,100 East Main Street,417-751-2333
Fair Grove,MO,greene,Fair Grove Police Department,65648,mo,81 South Orchard Boulevard,417-759-6482
Republic,MO,greene,Republic Police Department,65738,mo,540 Civic Boulevard,417-732-3900
Springfield,MO,greene,Springfield Boro Police Department,65807,mo,2101 West Chesterfield Boulevard,
Springfield,MO,greene,Springfield Police Department,65802,mo,321 East Chestnut Expressway,417-864-1810
Strafford,MO,greene,Strafford Police Department,65757,mo,113 East Pine Street,417-736-4000
Willard,MO,greene,Willard Police Department,65781,mo,795 Rocky Lane,417-742-3077
Trenton,MO,grundy,Trenton Police Department,64683,mo,1001 East 17th Street,660-359-5557
Bethany,MO,harrison,Bethany Police Department,64424,mo,103 North 25th Street,660-425-8888
Gilman,MO,harrison,Gilman City Police Department,64642,mo,422 Main Street,660-876-5613
Clinton,MO,henry,Clinton City Police Department,64735,mo,101 East Ohio Street,660-885-2679
Mound,MO,holt,Mound City Police Department,64470,mo,205 East 6th Street,660-442-3100
Fayette,MO,howard,Fayette Police Department,65248,mo,117 South Main Street,660-248-2241
Glasgow,MO,howard,Glasgow Police Department,65254,mo,100 Market Street,660-338-2583
Mountain View,MO,howell,Mountain View Police Department,65548,mo,233 2nd Street,417-934-2525
West Plains,MO,howell,West Plains Police Department,65775,mo,1912 Holiday Lane,417-256-2244
Willow Springs,MO,howell,Willow Springs Fire Department,65793,mo,700 East Main Street,417-469-3158
Annapolis,MO,iron,Annapolis Police Department,63620,mo,204 School Street,573-598-3531
Ironton,MO,iron,Ironton Police Department,63650,mo,220 South Shepherd Street,573-546-7131
Viburnum,MO,iron,Potosi City Police Department,65566,mo,1 Missouri Avenue,573-438-5468
Blue Springs,MO,jackson,Blue Springs Police Department,64015,mo,1100 Southwest Smith Street,816-228-0150
Buckner,MO,jackson,Buckner Police Department,64016,mo,320 South Hudson Street,816-650-3809
Grain Valley,MO,jackson,Grain Valley Police Department,64029,mo,711 South Main Street,816-847-6250
Grandview,MO,jackson,Grandview Police Department,64030,mo,1200 Main Street,816-316-4920
Greenwood,MO,jackson,Greenwood Police Department,64034,mo,709 West Main Street,816-537-5020
Independence,MO,jackson,Independence Police Department,64050,mo,223 North Memorial Drive,816-325-7300
Kansas,MO,jackson,Kansas City Police Department,64106,mo,1125 Locust Street,816-234-5000
