city,state,county,name,zip,state2,address,phone
Kankakee,IL,kankakee,River Run Dog Park,60901,il,893 West Station Street,815-939-1311
Waukegan,IL,lake,Callahan-Franklin Dog Exercise Area,60085,il,1720 Western Avenue,847-360-4700
Lindenhurst,IL,lake,Duck Farm Dog Exercise Area,60046,il,21201 West Grand Avenue,847-367-6640
Libertyville,IL,lake,Independence Grove Dog Exercise Area,60048,il,North Milwaukee Avenue,847-367-6640
Wauconda,IL,lake,Lakewood Dog Exercise Area,60084,il,North Fairfield Road,847-367-6640
Lake Forest,IL,lake,Prairie Wolf Dog Park,60045,il,2075 South Waukegan Road,
Collinsville,IL,madison,Mutts On Main Dog Park,62234,il,509 West Main Street,618-346-5200
Macomb,IL,mcdonough,Macomb Dog Park,61455,il,South Ward Street,
Normal,IL,mclean,Shepard Park Dog Park,61761,il,Hershey Road,309-454-9540
Chillicothe,IL,peoria,Walnut Dog Park,61523,il,14405 North River Beach Drive,309-274-3409
Springfield,IL,sangamon,Robert A Stuart Dog Park,62702,il,State Route 125,
Springfield,IL,sangamon,Stuart Park Dog Run,62702,il,1800 Winch Road,
Belleville,IL,st,Belleville Dog Park,62220,il,110 North 6th Street,618-233-1416
O'Fallon,IL,st,Rock Springs Park Dog Park,62269,il,1428 East 3rd Street,
Scott AFB,IL,st,Scott Air Force Base Dog Park,62225,il,267 East Clay Street,
Belleville,IL,st,Shiloh Dog Park,62221,il,3756 Lebanon Avenue,
Morton,IL,tazewell,Morton Dog Park,61550,il,22200 North Main Street,
Danville,IL,vermilion,Fetch Dog Park,61832,il,12 Newell Avenue,217-446-9078
Plainfield,IL,will,Daisy Dog Park,60585,il,13214 Blakely Drive,
Wilmington,IL,will,Forked Creek Preserve Dog Park,60481,il,West Ballou Road,815-722-5369
Frankfort,IL,will,Frankfort Bark Park,60423,il,140 Oak Street,815-469-9400
Tinley Park,IL,will,Simba and Nala's Dog Park,60487,il,19900 80th Avenue,815-469-3524
Rockford,IL,winnebago,Canine Corners Dog Parks,61101,il,4950 Safford Road,815-987-8800
Lawrenceburg,IN,dearborn,Lawrenceburg Dog Park,47025,in,Todd Lane,
Goshen,IN,elkhart,Robert L Nelson Dog Park,46526,in,60376 County Road 13,574-875-5102
Carmel,IN,hamilton,Tom Wood Dog Parks,46032,in,14390 Clay Terrace Boulevard,
Plainfield,IN,hendricks,Plainfield Bark Park,46168,in,1007 Longfellow Lane,
Kokomo,IN,howard,Mehlig Dog Park,46901,in,1701 West Carter Street,765-398-9332
Greenwood,IN,johnson,Four Paws Dog Park,46143,in,200 Legacy Boulevard,317-881-4545
Franklin,IN,johnson,Franklin Dog Park,46131,in,396 Branigin Boulevard,317-736-3689
Munster,IN,lake,Centennial Dog Park,46321,in,9701 Calumet Avenue,
Crown Point,IN,lake,Crown Point Dog Park,46307,in,9111 Mathews Street,
Dyer,IN,lake,Dyer Dog Park,46311,in,1 Town Square,219-865-2505
Crown Point,IN,lake,Perry Ferrini Dog Park,46307,in,5061 West 91st Avenue,
Bloomington,IN,monroe,Ferguson Dog Park,47408,in,4300 North Stone Mill Road,
Lafayette,IN,tippecanoe,Shamrock Park Dog Park,47905,in,Sanford Street,765-490-7509
Richmond,IN,wayne,Hills Bark Park,47374,in,Sylvan Nook Drive,765-983-7275
Cedar Falls,IA,black,Cedar Falls Dog Park,50613,ia,3200 South Main Street,319-273-8636
Cedar Falls,IA,black,Cedar Falls Paw Park,50613,ia,3200 South Main Street,319-273-8636
Clinton,IA,clinton,Prairie Pastures Dog Park,52732,ia,801 28th Avenue North,
Burlington,IA,des,Burlington Dog Park,52601,ia,Dankwardt Park Drive,
Newton,IA,jasper,Newton Dog Park,50208,ia,709 1st Avenue West,
Iowa,IA,johnson,Thornberry Off-Leash Dog Park,52245,ia,Canton Street,
Ely,IA,linn,Cheyenne Off Leash Dog Park,52227,ia,1650 Cedar Bend Lane Southwest,
Marion,IA,linn,K9 Acres Off Leash Dog Park,52302,ia,5200 Golf Course Road,319-286-5760
Mount Vernon,IA,linn,Nancy Doreen Huffman Dog Park,52314,ia,U.s. 30,
Red Oak,IA,montgomery,red Oak Dog Park,51566,ia,1907 North Broadway Street,712-623-9310
Sutherland,IA,obrien,Dog Creek County Park,51058,ia,4901 Warbler Avenue,712-448-2254
Altoona,IA,polk,Altoona Dog Park,50009,ia,851 17th Avenue Southwest,515-967-5136
Ankeny,IA,polk,Ankeny Dog Park,50023,ia,1155 Southwest Ankeny Road,515-963-3571
Des Moines,IA,polk,Ewing Park Dog Park,50320,ia,4660 Indianola Avenue,515-237-1386
Runnells,IA,polk,Ropers Ranch Dog Park & Training,50237,ia,200 Southeast 108th Street,515-967-6768
Ames,IA,story,Ames Dog Park,50010,ia,605 Billy Sunday Road,
Indianola,IA,warren,Indianola Off Leash Dog Park,50125,ia,1710 South K Street,515-961-9420
Washington,IA,washington,Sunset Dog Park,52353,ia,1004 1/2 West Madison Street,336-703-6400
Shawnee,KS,johnson,Shawnee Mission Dog Park,66217,ks,7900 Renner Road,913-831-3355
Shawnee,KS,johnson,Swanson's Streamway Dog Park,66218,ks,6241 Woodland Road,913-422-8242
Manhattan,KS,riley,Fairmont Dog Park,66502,ks,Messenger Road,
Wichita,KS,sedgwick,Chapin Dog Park,67216,ks,2466 East Macarthur Road,
Wichita,KS,sedgwick,Chapin Dog Park,67216,ks,2466 East Macarthur Road,316-286-4361
Wichita,KS,sedgwick,Meridian Dog Park,67203,ks,2127 North Meridian Avenue,316-268-4361
Topeka,KS,shawnee,Hills Pet Nutrition Bark Park,66606,ks,Southwest 10th Avenue,
Florence,KY,boone,Boone County Dog Park,41042,ky,8100 Burlington Pike,
Paris,KY,bourbon,Patrick Brannon Memorial Dog Park,40361,ky,1000 Wes Lee Drive,
Fort Thomas,KY,campbell,Fort Thomas Dog Park,41075,ky,950 South Fort Thomas Avenue,859-781-1700
Newport,KY,campbell,Newport Dog Park,41071,ky,449 Linden Avenue,
Lexington,KY,fayette,Chinoe Creek Dog Park,40502,ky,3522 Creekwood Drive,859-554-3324
Lexington,KY,fayette,Wellington Dog Park,40503,ky,565 Wellington Way,859-288-2900
Louisville,KY,jefferson,Champions' Run Dog Park,40206,ky,2930 River Road,
Louisville,KY,jefferson,Cochran Hill Dog Run,40206,ky,740 Cochran Hill Road,502-424-7181
Louisville,KY,jefferson,Morton Street Dog Park,40204,ky,1518 Morton Avenue,
Louisville,KY,jefferson,Sawyer Dog Park,40241,ky,3111 Freys Hill Road,502-429-7270
Richmond,KY,madison,Judy Rains Memorial Dog Park,40475,ky,Lake Reba Drive,
La Grange,KY,oldham,Elizabeth Cleland Cauley Dog Park,40031,ky,Country Club Lane,
Lake Charles,LA,calcasieu,Lake Charles Ward 3 Dog Park,70605,la,Lake Street,337-502-5214
Lake Charles,LA,calcasieu,Ward 3 Dog Park,70601,la,Lake Street,337-990-0112
Baton Rouge,LA,east,Raising Cane's Dog Park,70808,la,1442 City Park Avenue,225-387-9523
Gretna,LA,jefferson,Gretna Dog Park,70053,la,3320 Claire Avenue,
Thibodaux,LA,lafourche,Norman Swanner Dog Park,70301,la,Rue Loudun,985-493-8757
New Orleans,LA,orleans,Cabrini Dog Park,70116,la,Dauphine Street,504-589-0098
New Orleans,LA,orleans,NOLA City Bark,70124,la,Zachary Taylor Drive,504-483-9377
Lewiston,ME,androscoggin,Robin's Garden & Dog Park,04240,me,55 Strawberry Avenue,207-783-2311
Brunswick,ME,cumberland,Brunswick Dog Park,04011,me,220 Neptune Drive,207-725-6656
Portland,ME,cumberland,Quarry Run Dog Park,04103,me,1026 Ocean Avenue,
Portland,ME,cumberland,Valley Street Dog Park,04102,me,Valley Street,207-756-8275
Bath,ME,sagadahoc,Bath Dog Park,04530,me,700 Washington Street,
Belfast,ME,waldo,Walsh Field Dog Park,04915,me,Lincolnville Avenue,
Saco,ME,york,Biddeford Dog Park,04072,me,Rotary Drive,207-282-6500
Kennebunk,ME,york,Kennebunk Dog Park,04043,me,36 Sea Road,
Ogunquit,ME,york,Ogunquit Dog Park,03907,me,Berwick Road,
Gambrills,MD,anne,Davidsonville Dog Park,21054,md,2400 Davidsonville Road,410-222-7317
Fort Meade,MD,anne,Fort Meade Dog Park,20755,md,Ernie Pyle Road,410-519-8500
Severn,MD,anne,Quails Run Dog Park,21144,md,Severn Tree Boulevard,
Glen Burnie,MD,anne,Tanyard Springs Dog Park,21060,md,6920 Heritage Crossing,410-360-4018
Reisterstown,MD,baltimore,BARC Park,21136,md,12035 Reisterstown Road,410-887-3630
Baltimore,MD,baltimore,Canton Dog Park,21224,md,3221 Toone Street,
Reisterstown,MD,baltimore,Hannah Moore Dog Park,21136,md,12035 Reisterstown Road,
Nottingham,MD,baltimore,Olde Forge Bark Park,21236,md,1 Waldmann Mill Court,410-256-8845
Perry Hall,MD,baltimore,Perry Paw Dog Park,21128,md,9033 Honeygo Boulevard,
Baltimore,MD,baltimore,Henry Street Dog Park,21230,md,1240 Henry Street,
Dunkirk,MD,calvert,Dunkirk Doggie Park,20754,md,10750 Southern Maryland Boulevard,410-257-9654
Prince Frederick,MD,calvert,Grays Road Dog Park,20678,md,2695 Grays Road,
Westminster,MD,carroll,Bennett Cerf Dog Park,21157,md,Manchester Road,
Mount Airy,MD,carroll,Mount Airy Dog Park,21771,md,615 Center Street,
White Plains,MD,charles,White Plains Dog Park,20695,md,1015 Saint Charles Parkway,
Frederick,MD,frederick,City of Frederick Dog Park,21701,md,100 South Market Street,301-694-1506
Bel Air,MD,harford,Ma & Pa Dog Park,21014,md,703 North Tollgate Road,410-638-3305
Fallston,MD,harford,Rebel's Dog Park,21047,md,2208 Connolly Road,
Columbia,MD,howard,Friends of Columbia Md Dog Park,21044,md,5901 Rivendell Lane,
Ellicott City,MD,howard,Worthington Dog Park,21043,md,8170 Hillsborough Road,410-313-4455
Ellicott City,MD,howard,Worthington Dog Park of Ellicott City,21043,md,4361 New Cut Road,410-313-4455
Bethesda,MD,montgomery,Cabin John Dog Park,20817,md,10900 Westlake Drive,301-299-0024
Silver Spring,MD,montgomery,Ellsworth Dog Park,20910,md,621 Ellsworth Drive,301-650-2600
Gaithersburg,MD,montgomery,Gaithersburg Dog Park,20878,md,251 Bickerstaff Way,
Rockville,MD,montgomery,King Farm Dog Park,20850,md,Piccard Drive,
Olney,MD,montgomery,Olney Manor Dog Park,20832,md,16601 Georgia Avenue,301-774-6255
Silver Spring,MD,montgomery,Wheaton Dog Park,20902,md,11710 Orebaugh Avenue,301-905-3045
Bowie,MD,prince,City of Bowie Dog Park,20716,md,3600 Northview Drive,301-809-3056
Greenbelt,MD,prince,Greenbelt Dog Park,20770,md,7800 Hanover Parkway,301-345-5417
Hyattsville,MD,prince,Heurich Dog Park,20782,md,Ager Road,
Stevensville,MD,queen,Kent Island Dog Park,21666,md,200 White Pine Lane,
Hagerstown,MD,washington,Hagerstown Dog Park,21740,md,317 Liberty Street,
Salisbury,MD,wicomico,Salisbury Dog Park,21801,md,430 Park Avenue,410-334-3031
Falmouth,MA,barnstable,Falmouth Dog Park,02536,ma,279 Brick Kiln Road,
Mashpee,MA,barnstable,Mashpee Dog Park,02649,ma,180 Ashumet Road,508-488-9663
Egremont,MA,berkshire,French Park Dog Park,01230,ma,Baldwin Hill Road North,
Attleboro,MA,bristol,Attleboro Dog Park,02703,ma,Pond Street,
New Bedford,MA,bristol,Hawthorn Street Dog Park,02740,ma,142 Maple Street,508-997-6924
Andover,MA,essex,Andover Dog Park,01810,ma,233 High Plain Road,
Lynn,MA,essex,Barkland Avenue Dog Park,01905,ma,141 Parkland Avenue,781-599-8875
Gloucester,MA,essex,Gloucester Dog Park,01930,ma,Stage Fort Avenue,
Salem,MA,essex,Leslie's Retreat Dog Park,01970,ma,71 Commercial Street,
East Longmeadow,MA,hampden,East Longmeadow Bark Park,01028,ma,336 North Main Street,
Holyoke,MA,hampden,Wyatt Harper Dog Park,01040,ma,Community Field Road,
Granby,MA,hampshire,Dog Park at Dufresne Park,01033,ma,19 Taylor Street,
Somerville,MA,middlesex,Ed Leathers Community Dog Park,02145,ma,Skilton Avenue,
Lowell,MA,middlesex,Lowell Dog Park,01850,ma,29 1st Street,
Melrose,MA,middlesex,Melrose Dog Park,02176,ma,352 Lynn Fells Parkway,
Woburn,MA,middlesex,Paw Prints Indoor Dog Park,01801,ma,171 Merrimac Street,781-933-7297
Stoneham,MA,middlesex,Sheepfold Dog Park,02180,ma,4 Woodland Road,781-727-1199
Somerville,MA,middlesex,Summer Street Dog Park,02143,ma,57 Summer Street,
Arlington,MA,middlesex,Thorndike Dog Park,02474,ma,99 Margaret Street,
Cambridge,MA,middlesex,Tudor Street Dog Park,02139,ma,Tudor Street,617-497-4163
Waltham,MA,middlesex,Waltham Dog Ranch,02452,ma,Metropolitan Parkway North,
Somerville,MA,middlesex,Zero New Washington Street Dog Park,02145,ma,00 New Washington Street,
Dedham,MA,norfolk,Dedham Dog Park,02026,ma,269 Common Street,781-751-9250
Medway,MA,norfolk,Medway Dog Park,02053,ma,Village Street,508-520-3035
Needham,MA,norfolk,Needham Dog Park,02492,ma,145 Pine Street,
Randolph,MA,norfolk,Randolph Dog Park,02368,ma,169 West Street,
Sharon,MA,norfolk,Sharon Dog Park,02067,ma,30 East Foxboro Street,781-784-8937
Wrentham,MA,norfolk,Wrentham Dog Park,02093,ma,Bennett Avenue,
Plymouth,MA,plymouth,Friends of Plymouth Dog Park,02360,ma,45 Minuteman Lane,508-813-0514
Hingham,MA,plymouth,Stodder's Neck Dog Park,02043,ma,Lincoln Street,617-727-5293
Boston,MA,suffolk,Beecher St Dog Park,02130,ma,16 Beecher Street,
Boston,MA,suffolk,Carleton Court Dog Park,02116,ma,Southwest Corridor Path,
Boston,MA,suffolk,Channel Center Dog Park,02127,ma,199 West First Street,
Boston,MA,suffolk,Mansfield Street Dog Park,02134,ma,Mansfield Street,
Boston,MA,suffolk,Oak Square Dog Park,02135,ma,360 Faneuil Street,
Boston,MA,suffolk,Ronan Park Dog Recreation Space,02122,ma,43 Juliette Street,
Boston,MA,suffolk,South Boston Bark Park,02127,ma,1280 Columbia Road,
Millbury,MA,worcester,Butler Farm Dog Park,01527,ma,44 Singletary Road,
Saugatuck,MI,allegan,Saugatuck Township Tails 'N' Trails Dog Park,49453,mi,6359 134th Avenue,269-857-7721
Hastings,MI,barry,Hastings Dog Park,49058,mi,225 North Cass Street,269-945-2468
New Buffalo,MI,berrien,Sari Asher Memorial Dog Park,49117,mi,1500 East Washington Street,
Boyne,MI,charlevoix,Ridge Run Dog Park,49712,mi,234 Ridge Street,231-582-6597
Davison,MI,genesee,Davison Area Dog Park,48423,mi,1285 North Gale Road,
Flushing,MI,genesee,Key-Lore Woof Woods Dog Park,48433,mi,7185 Gillette Road,810-659-5951
Traverse,MI,grand,Traverse City Dog Park,49684,mi,315 North Division Street,231-922-4910
East Lansing,MI,ingham,Northern Tail Dog Park,48823,mi,6400 Abbot Road,517-319-6809
Lansing,MI,ingham,Soldan Dog Park,48910,mi,1601 East Cavanaugh Road,
Kalamazoo,MI,kalamazoo,Meadow Run Dog Park,49009,mi,900 South 8th Street,269-353-4736
Grand Rapids,MI,kent,Covell Dog Park,49504,mi,501 Covell Avenue Northwest,
Comstock Park,MI,kent,Dam Dogs of Comstock Park,49321,mi,3916 West River Road Northeast,616-647-9449
Grand Rapids,MI,kent,Hillcrest Dog Park,49503,mi,1309 Lyon Street Northeast,616-456-3696
Rockford,MI,kent,Rockford Dog Park,49341,mi,200 Longview Drive,
Ada,MI,kent,Shaggy Pines Dog Park,49301,mi,3895 Cherry Lane Avenue Southeast,616-676-9464
Pinckney,MI,livingston,Arise Church Community Dog Park,48169,mi,11211 Dexter-Pinckney Road,734-878-1928
Howell,MI,livingston,E-Z Dog Park & Training,48843,mi,230 Norlynn Drive,810-494-3647
Warren,MI,macomb,Anne Fracassa Memorial Dog Park,48092,mi,7000 East Twelve Mile Road,586-574-4557
Mount Clemens,MI,macomb,Behnke Memorial Dog Park,48043,mi,300 North Groesbeck Highway,
Eastpointe,MI,macomb,Eastpointe Dog Park,48021,mi,19400 Stephens Road,
Mount Clemens,MI,macomb,Mt Clemens Dog Park,48043,mi,95 Eldredge Street,586-469-6100
St. Clair Shores,MI,macomb,Statler-Maloof Dog Park,48080,mi,East 8 Mile Road,
Birmingham,MI,oakland,Birmingham Dog Park,48009,mi,2666 West 14 Mile Road,248-530-1700
Ferndale,MI,oakland,Hazel Park Dog Park,48220,mi,22111 Woodward Avenue,
Novi,MI,oakland,Novi Dog Park,48375,mi,42400 Nick Lidstrom Drive,
Orion,MI,oakland,Orion Oaks Dog Park,48360,mi,1200 Joslyn Road,248-858-0906
Madison Heights,MI,oakland,Red Oaks Dog Park,48071,mi,31353 Dequindre Road,248-858-0906
Farmington Hills,MI,oakland,William Grace Dog Park,48336,mi,29040 Shiawassee Street,
Holland,MI,ottawa,Park Township Dog Park,49424,mi,1286 Ottawa Beach Road,616-796-8048
Holland,MI,ottawa,Quincy Dog Park,49424,mi,4260 144th Avenue,616-396-2345
Owosso,MI,shiawassee,Owosso Bark Park,48867,mi,North Washington Street,
South Haven,MI,van,South Haven Bark Park,49090,mi,73175 8th Avenue,269-639-7696
Dexter,MI,washtenaw,Paw Run Dog Park,48130,mi,5365 North Territorial Road,734-332-9541
Ann Arbor,MI,washtenaw,Swift Run Dog Park,48108,mi,2998 East Ellsworth Road,734-994-2780
Detroit,MI,wayne,Detroit Dog Park,48216,mi,2301 17th Street,313-224-1129
Grosse Pointe Farms,MI,wayne,Grosse Pointe Farms Dog Park,48236,mi,499 Kerby Road,
Woodhaven,MI,wayne,WoofHaven Dog Park,48183,mi,23101 Hall Road,734-362-2913
Coon Rapids,MN,anoka,Bunker Hills Dog Park,55448,mn,1620 133rd Avenue Northwest,763-757-3920
Fridley,MN,anoka,Locke Dog Park,55432,mn,Rice Creek Boulevard,
Victoria,MN,carver,Victoria Dog Park,55386,mn,7200 Park Drive,
Moorhead,MN,clay,Centennial Athletic Complex & Dog Park,56560,mn,2600 15th Avenue North,218-299-5340
Burnsville,MN,dakota,Black Dog Park,55337,mn,10945 Territorial Drive,
Rosemount,MN,dakota,Dakota Woods Dog Park,55068,mn,16454 Blaine Avenue,
Bloomington,MN,hennepin,Bloomington Dog Park,55438,mn,6202 West 111th Street,952-563-8877
Brooklyn Park,MN,hennepin,Brooklyn Park Dog Parks,55443,mn,7650 June Avenue North,763-424-8000
Eden Prairie,MN,hennepin,Bryant Lake Off Leash Dog Park,55344,mn,6430 Rowland Road,
Minneapolis,MN,hennepin,Columbia Dog Park,55418,mn,Saint Anthony Parkway,
Minneapolis,MN,hennepin,Dog City Dog Park,55427,mn,850 Mendelssohn Avenue North,612-250-8149
Champlin,MN,hennepin,Elm Creek Park Reserve Off-leash Dog Park,55316,mn,11099 Zachary Lane North,763-559-9000
Eden Prairie,MN,hennepin,Flying Cloud Dog Park,55344,mn,7171 Flying Cloud Drive,952-941-2076
Minneapolis,MN,hennepin,Franklin Terrace Dog Park,55406,mn,925 Franklin Terrace,612-230-6400
Minneapolis,MN,hennepin,Gateway Dog Park,55405,mn,1001 North 4th Avenue,
Plymouth,MN,hennepin,Plymouth Dog Park,55446,mn,County Road 47,763-509-5000
Austin,MN,mower,Austin Dog Park,55912,mn,500 2nd Street Southeast,
St. Paul,MN,ramsey,Arlington-Arkwright Dog Park,55130,mn,Arlington Avenue East,651-266-6400
White Bear Lake,MN,ramsey,Bald Eagle - Off-Leash Dog Park,55110,mn,5750 Otter Lake Road,
St. Paul,MN,ramsey,High Bridge Dog Park,55102,mn,59 Randolph Avenue,
St. Paul,MN,ramsey,Lowertown Dog Park,55101,mn,360 Broadway Street,651-460-0723
Shoreview,MN,ramsey,Rice Creek Off-leash Dog Area,55126,mn,5959 Lexington Avenue North,651-748-2500
Northfield,MN,rice,Northfield Dog Park,55057,mn,1100 Babcock Lane,507-645-8935
Prior Lake,MN,scott,Cleary Lake Off Leash Dog Park,55372,mn,19022 Highview Court,
Duluth,MN,st,Keene Creek Dog Park,55807,mn,Bristol Street,802-228-2025
Woodbury,MN,washington,Dale Road Open Space - Dog Park,55129,mn,11664 Dale Road,
Cottage Grove,MN,washington,Wag Farms Dog Park,55016,mn,9475 Glendenning Road,651-368-8596
Woodbury,MN,washington,Woodbury Dog Park,55129,mn,11664 Dale Road,
Biloxi,MS,harrison,Biloxi Dog Park,39532,ms,2150 Popps Ferry Road,228-388-7170
Starkville,MS,oktibbeha,Starkville Dog Park,39759,ms,409 North Montgomery Street,
Columbia,MO,boone,Indian Hills Dog Park,65202,mo,Aztec Boulevard,
Columbia,MO,boone,Twin Lakes Dog Park,65203,mo,4500 Shoram Court,573-443-5825
Fulton,MO,callaway,Fulton Dog Park,65251,mo,1151 Brookside Drive,
Jefferson,MO,callaway,North Jefferson City Dog Park,65101,mo,Sandstone,573-634-6482
Village of Four Seasons,MO,camden,Village of Four Seasons Bark Park,65049,mo,133 Cherokee Road,
North Kansas,MO,clay,Waggin Trail Dog Park,64116,mo,432 East 32nd Avenue,816-513-7500
Springfield,MO,greene,Cruse Dog Park,65807,mo,2100 West Catalpa Street,417-864-1049
Blue Springs,MO,jackson,Blue Springs Dog Park,64029,mo,1049 Northeast 20th Street,816-228-0137
Independence,MO,jackson,Dog Park at Santa Fe Park,64052,mo,2731 South Santa Fe Road,
Lee's Summit,MO,jackson,Dogwood Dog Park,64086,mo,Northwest Victoria Drive,816-969-1500
Lee's Summit,MO,jackson,Happy Tails Park,64081,mo,1251 Southeast Ranson Road,816-969-1500
Lee's Summit,MO,jackson,Lee's Summit Dog Park,64081,mo,1251 Southeast Ranson Road,816-969-1500
Kansas,MO,jackson,Swope Park Off Leash Dog Park,64132,mo,4701 East Gregory Boulevard,816-513-7500
Joplin,MO,jasper,Parr Hill Dog Park,64804,mo,East 18th Street,
Herculaneum,MO,jefferson,All Bark Village - Herculaneum Dog Park,63048,mo,850 Joachim Avenue,636-475-4447
Arnold,MO,jefferson,Arnold Dog Park,63010,mo,Bradley Beach Road,636-282-2380
Fort Leonard Wood,MO,pulaski,Fort Leonard Wood Dog Park,65473,mo,Constitution Avenue,573-596-4223
Cottleville,MO,st,Cottleville Dog Park,63304,mo,5490 5th Street,
St. Charles,MO,st,DuSable Dog Park,63301,mo,2598 North Main Street,636-944-6001
St. Louis,MO,st,Central West End Dog Park,63108,mo,4597 Olive Street,314-669-4293
Creve Coeur,MO,st,Creve Coeur Dog Park,63141,mo,12301 Conway Road,
St. Louis,MO,st,Dutch Town Dog Park,63111,mo,4743 Alabama Avenue,314-732-3361
Chesterfield,MO,st,Eberwein Chesterfield Dog Park,63017,mo,1627 Old Baxter Road,636-812-9500
Ballwin,MO,st,Ellisville Dog Park At Blue Bird Park,63021,mo,225 Kiefer Creek Road,
St. Louis,MO,st,Frenchtown Dog Park,63104,mo,1001 Emmet Street,
Kirkwood,MO,st,Hands On Kirkwood Dog Park,63122,mo,211 North Woodlawn Avenue,314-965-2349
St. Louis,MO,st,Kitun Dog Park,63127,mo,12343 Eddie And Park Road,
Maplewood,MO,st,Maplewood Dog Park,63143,mo,2531 Circle Drive,314-645-3600
St. Louis,MO,st,Southwest City Dog Park,63109,mo,7399 Hampton Avenue,
St. Louis,MO,st,Treecourt Unleashed Dog Adventure Park,63122,mo,2499 Marshall Road,314-960-4741
University,MO,st,University City Dog Park,63130,mo,6860 Vernon Avenue,314-505-8560
Ferguson,MO,st,Wayside Dog Park,63135,mo,1 Delworth Court,
Branson,MO,taney,Elmo & Rosalea Marrs Memorial Dog Park,65616,mo,699 Stockstill Lane,
Hollister,MO,taney,Pepper's Dog Park,65672,mo,312 Esplanade Drive,417-337-8315
Red Lodge,MT,carbon,Double Ditch Dog Park,59068,mt,Rodeo Road,
Bozeman,MT,gallatin,Bozeman Dog Park,59715,mt,Highland Boulevard,
Bozeman,MT,gallatin,Snowfill Dog Park,59715,mt,2143 Story Mill Road,
Kearney,NE,buffalo,Meadowlark North Dog Park,68845,ne,3803 30th Avenue,308-237-4644
Fremont,NE,dodge,Clemmons Dog Park,68025,ne,North Luther Road,
Omaha,NE,douglas,Hefflinger Dog Park,68164,ne,North 112th Avenue,
Lincoln,NE,lancaster,Holmes Lake Dog Park,68506,ne,South 70th Street,402-441-7847
Lincoln,NE,lancaster,Oak Lake Dog Run,68508,ne,2100 North 1st Street,
Lincoln,NE,lancaster,Oak Park Dog Run,68521,ne,2298 North 1st Street,
Lincoln,NE,lancaster,Rickman's Run Dog Park,68506,ne,3701 South 70th Street,
North Platte,NE,lincoln,Happy Hound Dog Retreat Park,69101,ne,301 West 18th Street,
Columbus,NE,platte,Columbus Bark Park,68601,ne,5794 Monastery Road,
Bellevue,NE,sarpy,Bellevue Dog Park,68123,ne,12699 South 23rd Street,
Fallon,NV,churchill,Fallon Dog Park,89406,nv,2390 Schurz Highway,
Las Vegas,NV,clark,Barkin' Basin Dog Park,89129,nv,7341 West Alexander Road,702-455-8200
Boulder,NV,clark,Boulder City Dog Park,89005,nv,1650 Buchanan Boulevard,
Las Vegas,NV,clark,CJ Dog Park,89141,nv,10598 South Jones Boulevard,
Las Vegas,NV,clark,Clark County Dog Fancier's Park,89122,nv,5800 East Flamingo Road,702-455-8200
Las Vegas,NV,clark,Fire Station Dog Park,89141,nv,3799 West Starr Avenue,
Las Vegas,NV,clark,Flamingo-Buffalo Dog Park,89147,nv,7193 West Flamingo Road,
Henderson,NV,clark,Heritage Bark Park,89015,nv,300 South Racetrack Road,702-267-2350
Las Vegas,NV,clark,Kellogg Zaher Dog Park,89128,nv,7601 West Washington Avenue,
Las Vegas,NV,clark,Silverado Ranch Dog Park,89120,nv,2601 East Sunset Road,702-267-4230
Las Vegas,NV,clark,Sunset Park Dog Park,89120,nv,2648 East Warm Springs Road,
Las Vegas,NV,clark,Woofter Dog Park,89128,nv,Rock Springs Drive,
Las Vegas,NV,clark,Woofter Dog Park,89128,nv,1600 Rock Springs Drive,
Reno,NV,washoe,Link Piazzo Dog Park,89502,nv,4740 Parkway Drive,775-720-2001
Reno,NV,washoe,The Dog Park!,89511,nv,15 Trinity Lane,775-453-2667
Conway,NH,carroll,Mt Washington Valley Dog Park,03818,nh,223 East Main Street,603-447-5955
Hudson,NH,hillsborough,Friends of Hudson Dog Park,03051,nh,35 Kimball Hill Road,
Hooksett,NH,merrimack,Hooksett Dog Park,03106,nh,101 Merrimack Street,603-485-5322
Kingston,NH,rockingham,Kingston Dog Park,03848,nh,4 Frontage Road,http://www.kingstondogpark.com/
Hampstead,NH,rockingham,Live Free & Run Dog Park,03841,nh,1 Village Green Road,
Raymond,NH,rockingham,Riverside Bark Dog Park,03077,nh,Sundeen Parkway,603-895-3163
Portsmouth,NH,rockingham,South Mill Pond Dog Park,03801,nh,Junkins Avenue,
Derry,NH,rockingham,Town of Derry Dog Park,03038,nh,45 Fordway Extension,603-432-6100
Dover,NH,strafford,Dover Dog Park,03820,nh,Long Hill Road,
Fort Lee,NJ,bergen,Fort Lee Dog Park,07024,nj,Stillwell Avenue,201-592-4699
Lyndhurst,NJ,bergen,Lyndurst Dog Park,07071,nj,531 Post Avenue,201-939-9339
Maywood,NJ,bergen,Maywood Dog Park,07607,nj,Spring Valley Road,
Ridgewood,NJ,bergen,Ridgewood Dog Park,07450,nj,1133 East Ridgewood Avenue,201-336-7275
Ridgewood,NJ,bergen,Saddle River County Park Dog Run,07450,nj,1199 East Ridgewood Avenue,201-489-2900
Wallington,NJ,bergen,Sam Nelkin County Park Dog Run,07057,nj,316 Maple Avenue,
Westwood,NJ,bergen,Westwood Dog Park,07675,nj,101 Sand Road,
Eastampton,NJ,burlington,Eastampton Gardens Dog Park,08060,nj,C-1 Tudor Court,
